gtin;nome;unidade;valorVenda;valorCompra;estoqueAtual;codigoNCM;codigoCEST;produtoBalanca;balancaCaixa
7891048050668;GELATINA DR.OETKER MORANGO 20G;UN;1,39;2,20;-7;21069029;;;
7891048050682;GELATINA DR.OETKER UVA 20G;UN;1,39;2,20;-11;21069029;;;
7896110012148;TOALHA DE PAPEL FOLHA DUPLA SNOB;UN;4,00;6,50;;48189090;;;
7896292347786;CONSERVA PREDILECTA LATA 170G;UN;3,05;4,50;-12;20059900;;;
95;ABANO;UN;6,00;11,00;-3;46021200;;;
7896007540600;ABS INT S ABAS EXT SUAVE;UN;3,65;5,70;-2;96190000;;;
7896007540631;ABSORVENTE C ABAS INTIMUS COB SECA;UN;2,49;5,50;-7;96190000;;;
100000;ABSORVENTE INTIMUS COM ABAS SUAVE;UN;2,99;5,50;-8;96190000;;;
7891010503031;ABSORVENTE S ABAS  SUAVE SEMP LIVRE;UN;2,49;5,90;-4;96190000;;;
7891010503024;ABSORVENTE S ABAS  SUAVE SEMP LIVRE;UN;2,49;5,90;-8;96190000;;;
7500435190633;ABSORVENTES ALWAYS SUAVE;UN;3,45;5,75;0;96190000;;;
7500435127240;ABSORVENTES HIGIENICOS SUAVE COM ABAS AL;;3,50;5,50;;96190000;;;
7894904082714;ACAFRAO 25G;UN;0,70;1,50;-31;;;;
7891000061190;ACHOC.PO NESCAU 2.0 200G;UN;4,19;6,80;-17;18069000;;;
7894321711171;ACHOCOLATADO EM PO TODDY 200G;UN;4,19;6,80;-8;18069000;;;
7898215151807;ACHOCOLATADO LIQUIDO PIRAKIDS 200ML;UN;1,09;2,00;;22029900;;;
7898215151807;ACUCAR CRISTAL 1KG SANTA ISABEL;UN;3,69;5,50;-8;17019900;;;
7891910030309;ACUCAR DEMERARA CARAVELAS;UN;4,65;8,00;-18;;;;
7891910030309;ACUCAR DEMERARA DA BARRA 1KG;UN;4,69;8,00;-5;17011400;;;
7896109800541;ACUCAR DEMERARA GUARANI 1KG;UN;4,69;8,00;-10;17019900;;;
19;ACUCAR MASCAVO;KG;6,00;12,00;-5,744;;;;
7898029210165;ACUCAR MASCAVO JR;UN;6,40;10,40;-42;21039099;;;
7898051681001;ACUCAR ORGANICO DEMERARA ITAJA 1KG;UN;4,69;8,00;-1;17019900;;;
7896508200034;ACUCAR REFINADO 1K ALTO ALEGRE;UN;3,79;5,30;-70;17019900;;;
7896894900013;ACUCAR REFINADO CARAVELAS;UN;3,79;5,50;-126;;;;
7896109801005;ACUCAR REFINADO GUARANI 1KG;UN;3,69;5,30;;17019900;;;
7891910000197;ACUCAR REFINADO UNIAO 1KG;UN;3,85;6,00;-75;85392200;;;
7896060010492;ADOCANTE ASSUGRIN 100ML;UN;3,49;5,50;-8;21069090;;;
7896569405737;ADOCANTE ASSUGRIN 100ML;UN;3,49;5,50;;;;;
7896060010492;AGUA DE COCO DUCOCO 1L;UN;9,29;13,50;-2;20098921;;;
7896016601972;AGUA DE COCO DUCOCO 200ML;UN;2,59;4,00;-97;20098921;;;
7896004401843;AGUA DE COCO MAIS COCO CAIXA 1L;UN;10,00;13,90;0;20098990;;;
7898460933661;AGUA DE COCO SELECT 200ML;UN;1,89;3,50;;;;;
7898460933678;AGUA DE COCO SELECT LT;UN;7,39;13,50;-13;;;;
7896004401409;AGUA DE COCO SOCOCO 1LT;UN;9,25;13,90;-11;20098921;;;
7896004400358;AGUA DE COCO SOCOCO 200ML;UN;2,20;3,50;0;20098990;;;
7898368290057;AGUA FRIA MINERAL 510 ML;UN;0,69;1,50;;22011000;;;
7897345105117;AGUA LEVISSIMA S GAS 510ML;UN;0,89;1,50;-57;22021000;;;
7897041500520;AGUA LINDOYA BRASIL 500ML;UN;0,79;1,50;;;;;
7897345105179;AGUA MIN LEVISSIMA 1,5L;UN;1,69;3,00;-71;22021000;;;
7898996110338;AGUA MINERAL BIO 500ML S GAS;UN;0,79;1,50;-32;;;;
7898906467309;AGUA MINERAL CLARISSIMA 1,5L;UN;1,39;3,00;-19;;;;
7898906467316;AGUA MINERAL CLARISSIMA 510ML;UN;0,69;1,50;-4;22011000;;;
7898906467248;AGUA MINERAL CRISTAL GOLD 1 5LT SEM GAS;UN;1,79;3,00;;22021000;;;
7898907378321;AGUA MINERAL CRISTAL GOLD 510ML SEM GAS;UN;0,69;1,50;;22011000;;;
7898217480011;AGUA MINERAL CRYSTAL 510ML;UN;0,69;1,50;-38;22011000;;;
7898960276077;AGUA MINERAL ECOLEVE 1,5L;UN;1,99;3,00;-1;22011000;;;
7898386200083;AGUA MINERAL FRESCCA 510ML;UN;0,69;1,50;-31;22011000;;;
7898210050150;AGUA MINERAL LINDOIA 1 5L SEM GAS;UN;1,79;3,00;-10;22011000;;;
7896089500202;AGUA MINERAL LINDOYA  510ML;UN;0,79;1,50;0;22011000;;;
7898949988113;AGUA MINERAL MONTEIRO LOBATO LT;UN;1,59;3,00;-19;;;;
7898996110369;AGUA MINERAL NIAGARA 1,5L;UN;1,99;3,00;;;;;
7898949988441;AGUA MONTEIRO LOBATO 500ML;UN;0,75;1,50;-35;;;;
7898996362508;AGUA MONTES CLARO 500ML;;0,79;1,50;-1;;;;
7898996362508;AGUA SANITARIA SUPER CANDIDA 1 LITRO;UN;2,29;4,25;-83;28289011;;;
7896381502102;AGUA SANITARIA TAY 1L;UN;1,85;3,00;-27;28289011;;;
168;AGUARDENTE ALEMA SOBRASIL 200ML;UN;5,50;9,50;;;;;
7898288820044;ALCOOL 1L FLOP S 46G;UN;5,25;8,50;;22072019;;;
7898951180017;ALCOOL LIQUIDO LUAR 1LT 46 CLEAR;UN;5,30;9,00;;29051100;;;
7898951180079;ALCOOL LIQUIDO LUAR 1LT 46 EUCALIPTO;UN;5,99;9,00;;29051100;;;
7896090704316;ALCOOL LIQUIDO ZULU 70  1L;UN;6,99;11,00;;22089000;;;
7898912837806;ALCOOL PRO 1L;UN;7,30;12,50;0;;;;
7892141955737;ALCOOL TOP 46 INPM BACTERICIDA TRAD 1L;UN;5,99;9,00;;38089419;;;
7898910095352;ALCOOL TUPI 70 1LT;UN;6,90;11,00;-8;22072019;;;
7898917671153;ALCOOL TUPI ZEROBAC LT;UN;5,60;9,00;;;;;
7890483574043;ALFENIM DO CEARA;UN;4,10;6,50;-5;;;;
89;ALHO ROXO GRANEL;KG;24,50;45,00;-313,4;;;;
7896098900390;AMAC.ROUPA YPE AZUL CONC.;UN;8,15;12,00;-16;38099190;;;
7896098900871;AMACIANTE CONC YPE LIBERDADE 500ML;UN;6,89;10,90;;38099190;;;
7896098903049;AMACIANTE CONCENTRADO DELICADO 500ML YPE BRAN;UN;7,50;12,00;;38099190;;;
7896098900864;AMACIANTE DE ROUPAS  ALQUIMIA INSPIRACAO 500;UN;6,75;10,90;;38099190;;;
7891022855876;AMACIANTE M BIJOU CONC CLASSICO;UN;6,89;10,90;-42;38099190;;;
7891022860566;AMACIANTE MON BIJOU 500ML MAGIA;UN;6,89;10,90;-2;;;;
7891022867374;AMACIANTE MONBIJOU HIPOALERGENICO;UN;7,00;10,90;;;;;
7896083800810;AMACIANTE QBOA CARINHO 500ML;UN;2,00;3,00;-3;38089919;;;
7896098900383;AMACIANTE YPE CONCENTRADO  PERFUME PINK;UN;6,75;10,90;;38099190;;;
7896098901489;AMACIANTE YPE CONCENTRADO ENCANTO;UN;6,99;12,00;-9;38099190;;;
82;AMEIXA S/ CAROCO;KG;25,00;45,00;-13,234;08132020;;;
57;AMENDOIM CAVALO SEM  CASCA;KG;10,00;16,00;-191,494;12024200;;;
58;AMENDOIM CRU COM CASCA K;KG;8,90;14,50;-124,74;12024100;;;
80;AMENDOIM FRITO S/ PELE S/ SAL K;KG;12,60;18,00;-317,224;20081100;;;
169;AMENDOIM JAPONES;KG;25,00;40,00;-0,028;;;;
147;AMENDOIM S CASCA VERMELHO;KG;25,00;40,00;-58,692;20081100;;;
81;AMENDOIM TORR C SAL;KG;10,60;18,00;-98,844;20081100;;;
20;AMENDOIM TORRADO C CASCA;KG;10,50;16,00;-261,722;2081100;;;
3256984;AMENDOIM VERMELHO C/ CASCA;UN;6,00;5,00;0;96131000;;;
070330631335;AMIDO DE MILHO;UN;5,00;6,00;-2;96131000;;;
7894000010014;AMIDO MAIZENA TRADICIONAL 200G;UN;4,90;7,40;-31;11081200;;;
7894904082715;ANIS ESTRELADO 15G;UN;1,86;5,00;-14;;;;
7896007992522;AP BARBA FIAT LUX FLEXOR 3LAM. PELE SEN.;UN;1,80;2,75;-14;82121020;;;
10001899;APARELHO BARBEAR GILLETTE PRESTOBARBA C/2 ULTRAGRIP FIX;UN;5,00;8,00;-1;84419000;;;
100005620;APARELHO BARBEAR GILLETTE PRESTOBARBA C/2 ULTRAGRIP FIX;UN;7,00;6,00;0;24039100;;;
7896290300714;ARROZ  INTEGRAL PRATO FINO 1K;UN;5,80;9,00;0;10063019;;;
7896011906881;ARROZ BLUE VILLE TIPO 1;UN;4,50;6,90;;10063021;;;
7896006755517;ARROZ CAMIL INTEGRAL 1KG;UN;6,50;9,75;-12;10063029;;;
10002551;ARROZ DA TERRA K;UN;6,80;12,00;0;65040010;;;
7896079431110;ARROZ NAMORADO T1 1KG;UN;5,00;8,00;-3;10063021;;;
59;ARROZ PARBOILIZADO;KG;5,98;8,90;-88,244;;;;
7896062699978;ARROZ SOLITO 1KG;UN;5,78;8,50;-40;;;;
7893500020110;ARROZ TIO JOAO 100 GRAOS NOBRES 1KG;UN;6,69;9,50;;10063021;;;
7896006711117;ARROZ TIPO 1 CAMIL 1KG;UN;5,19;9,00;-111;10063021;;;
7891167040403;ATUM 88 140G RALADO OLEO .;UN;6,00;8,90;-11;16042010;;;
7891167040434;ATUM 88 140G SOLIDO OLEO;UN;8,69;12,90;-39;16041410;;;
7896114990190;ATUM PESCADOR RALADO EM OLEO;UN;6,50;9,90;;;;;
7896009301131;ATUM RALADO COQUEIRO EM OLEO;UN;6,25;9,90;;;;;
7891167011748;ATUM RALADO EM OLEO GOMES DA COSTA LATA 170G;UN;6,59;9,90;;16042010;;;
7898943163035;ATUM SOLIDO EM OLEO ROBINSON CRUSOE 170G;UN;8,90;12,50;0;16041410;;;
7891167011731;ATUM SOLIDO GOMES DA COSTA;UN;6,38;12,90;-7;16041410;;;
7891167011755;ATUM SOLIDO GOMES DA COSTA  LATA 120G;UN;8,59;12,90;;16041410;;;
7896114990213;ATUM SOLIDO PESCADOR 140G OLEO;UN;8,90;12,50;-9;;;;
21;AVEIA EM FLOCOS;KG;8,00;12,00;-108,074;65040010;;;
8410660101481;AZEITE  EXTRA VIRGEM LA ESPANOLA 250ML;UN;20,90;31,50;;4109000;;;
5601216120152;AZEITE ANDORINHA EXTRA VIRGEM 500ML;UN;32,80;52,00;-4;15092000;;;
5601024826116;AZEITE ANDORINHA TIPO UNICO 250ML;UN;23,00;34,53;0;;;;
8410179100050;AZEITE BORGES EXTRA VIRGEM 250ML;UN;13,70;21,50;-3;15092000;;;
7898903301255;AZEITE DE DENDE KIDENDE 200ML;UN;4,00;7,00;-99;15111000;;;
7898903301033;AZEITE DE DENDE KIDENDE 200ML;UN;4,10;7,00;;15119000;;;
7898903301941;AZEITE DE DENDE KIDENDE 500ML;UN;7,90;14,00;-40;15111000;;;
1010;AZEITE DE DENDE MARABA 500ML;KG;22,50;36,00;0;04069090;;;
220;AZEITE DE DENDE MARABA 900ML;KG;20,00;4,50;0;20081900;;;
7898903301156;AZEITE DE DENDE PET 1LT KIDENDE;UN;14,50;23,00;-40;15119000;;;
5601252231164;AZEITE DE EXTRA VIRGEM 500ML GALLO;UN;31,00;47,00;-4;4109000;;;
4040;AZEITE DENDE MARABA 200 ML;KG;35,00;49,99;0;04061090;;;
7897928800040;AZEITE DENDE PALMA 1L;UN;16,50;21,00;0;15119000;;;
5601216120053;AZEITE EXTRA VIRGEM ANDORINHA 200ML;UN;15,70;23,85;-1;15092000;;;
8410179100036;AZEITE EXTRA VIRGEM BORGES 500ML;UN;32,90;55,00;-5;15092000;;;
5601252102433;AZEITE EXTRA VIRGEM GALLO 250ML;UN;19,90;31,50;-5;4109000;;;
8424536936398;AZEITE FONT OLIVA EXTRA VIRGEM 500ML;UN;35,40;55,00;0;;;;
5601252106288;AZEITE GALLO T UNICO 250ML;UN;26,00;37,00;-8;;;;
7792070054733;AZEITONA NUCETE SEM CAROCO 100G;UN;4,79;7,25;;;;;
7898075649964;AZEITONA V FATIADA 150G C BELO;UN;3,99;6,50;-6;20057000;;;
7896183001896;AZEITONA VER RIVOLI FATIA 150G;UN;4,50;7,00;0;20057000;;;
7898075649995;AZEITONA VERDE CAMPO BELO SC;UN;4,89;7,80;-5;20057000;;;
7898075642385;AZEITONA VERDE SEM CAROCO 150G CAMPO BELO;UN;5,59;8,75;-2;20057000;;;
7898137934168;AZEITONA VERDE TING 210G;UN;3,25;5,00;-3;20057000;;;
7896272004197;AZEITONA VERDE VALE FERTIL FATIADA 120G;UN;4,89;7,50;-6;20057000;;;
7908152301460;AZITONAS SEM CAROCO CAMPO BELO;UN;4,19;6,70;-7;;;;
160;BACALHAU SAITE;KG;39,00;59,00;-10,716;;;;
46;BACON NOBRE DEFUM.KG;KG;29,66;44,50;-403,442;02101200;;;
150;BACON SADIA;KG;26,90;40,00;-76,214;;;;
333;BAGRE SALGADO ESPALMADO;KG;17,00;26,00;-1;11062000;;;
5;BALA DE BANANA;UN;0,26;0,50;;;;;
7896451911575;BALA DE GOMA DOCILE GURTT;UN;0,48;1,00;;;;;
7891151029452;BALA DE GOMA GOMUTCHO YOGURT;UN;0,56;1,00;;17041000;;;
7898591450662;BALAS DE GELATINA FINI BEIJOS DE MORANGO 15G;UN;0,83;1,50;-33;62063000;;;
7898591450600;BALAS DE GELATINA FINI DENTADURA 15G;UN;0,84;1,50;-12;17049020;;;
7898591450723;BALAS FINI GELATINA 18G MINHOCAS CITRICAS;UN;0,84;1,50;-4;17049020;;;
2;BALAS SORTIDAS;UN;0,07;0,15;-150;;;;
7898963394013;BANANADA CREMOSA 30G;UN;0,75;1,25;;;;;
7898701490007;BANANADA CREMOSA E DOCE;UN;0,92;1,50;;;;;
7908635102089;BARBEADOR NAVY CARE UND;UN;1,25;2,25;-9;;;;
7891330019120;BARRA CHOC NEUGEBAUER 60G;UN;3,49;5,50;-24;;;;
7891772156254;BARRA KOBBER CASTANHA 20G KOBBER;UN;0,85;1,50;-6;18069000;;;
7891962003894;BARRINHA GOIABINHA BAUDUCCO  30G;UN;0,99;1,60;-5;19052090;;;
78912359;BATON GAROTO;UN;1,11;1,80;-75;;;;
78912366;BATON GAROTO  BRANCO;UN;1,06;1,80;;18063210;;;
7891962008387;BAUDUCCO GULOSOS DUPLO CHOCOLATE;UN;1,89;2,80;-30;19053100;;;
7896590802123;BEBIDA LAC CHOC HOCOMIL;UN;1,29;2,00;-46;22029000;;;
7891164028695;BEBIDA LACTEA AURORA 850ML MORANGO;UN;6,34;9,50;;22029900;;;
7891164028183;BEBIDA LACTEA AURORA FRUTAS VERMELHO;UN;1,55;2,25;;04039000;;;
7891164027353;BEBIDA LACTEA AURORA MORANGO;UN;1,45;2,25;-118;22029900;;;
7896590809023;BEBIDA LACTEA VITAMIL 200ML;UN;1,29;2,00;-7;22029000;;;
440;BEIJU DA FAZENDA;KG;12,00;20,00;0;20081100;;;
7732594257913;BEIJU DELICIAS D SABORES 180G;UN;5,00;7,50;;;;;
7898994018032;BEIJU DO NORTE BJ COCO 200G;UN;4,00;6,50;-64;;;;
7898994018070;BEIJU DO NORTE C SAL 200G;UN;4,00;6,50;-102;;;;
7899767301740;BEIJU GOMAC CANOINHA 180G;UN;4,70;7,50;-140;19030000;;;
7899767301771;BEIJU GOMAC COM COCO;UN;4,70;7,50;-89;;;;
7898994018063;BEIJU GOURMET 180G;UN;4,10;6,50;-2;;;;
7895099216509;BEIJU SAB FAZ 170G COCO;UN;5,00;7,50;-61;;;;
7895099216516;BEIJU TRADICIONAL DA FAZENDA 170G;UN;4,70;7,50;;;;;
7732594257951;BEIJU TRADICIONAL DELICIAS DSABORES;UN;5,00;7,50;;;;;
222;BEJU TAPIOCA 5K;KG;12,00;15,00;-1;07133319;;;
136;BERRANTE MEDIO;UN;13,00;20,00;0;;;;
070330703629;BIC BARBEADOR SENSITIVE;UN;1,14;2,00;-59;;;;
221;BICARBONATO DE SODIO;KG;7,90;12,00;-1;11062000;;;
7898937864443;BICARBONATO DE SODIO 5OOG KISABOR;UN;8,00;11,50;-35;28363000;;;
7896046581978;BICARBONATO DE SODIO DA TERRINHA 500G;UN;6,99;11,50;;28363000;;;
7896046580711;BICARBONATO DE SODIO DA TERRINHA 80 G UND;UN;1,99;3,20;;28363000;;;
7896256080872;BICARBONATO SODIO KODILAR 60G;UN;1,99;3,20;-26;28363000;;;
7898566784761;BIO INST POMADA CANELA DE VELHO;UN;6,00;10,00;-4;33029019;;;
7898908222050;BISC JUCURUTU;UN;5,00;7,50;0;19053100;;;
7891000365335;BISC MAISENA PASSATEMPO;UN;3,25;5,00;-4;;;;
332;BISC MANTEIGUINHA JUCURUTU;UN;25,00;40,00;0;22087000;;;
7891168100014;BISC TOSTINES MAIZENA PACOTE 200G;UN;3,39;5,00;-25;19053100;;;
7891103212390;BISC WAFER CHOC AVELA 105G;UN;2,39;3,80;;;;;
7622210592781;BISC.TRAKINAS 126G MORANGO;UN;2,18;3,40;-95;19053100;;;
7896085076183;BISCOITO ADRIA PLUGADOS  QUADRADO CHOC 130G;UN;1,79;3,00;-23;19053100;;;
7896085076190;BISCOITO ADRIA PLUGADOS QUADRADO MORANGO 130G;UN;1,89;3,00;0;19053100;;;
7891962036984;BISCOITO BAUD WAFER CHOC 140G;UN;2,49;4,50;-12;19053200;;;
7891962048192;BISCOITO BAUD WAFER MAXI  CHOC 117G;;2,49;4,00;-2;19053200;;;
7891962032450;BISCOITO BAUDUCCO MAIZENA 170G;UN;2,99;5,00;-20;19053100;;;
7891962037028;BISCOITO BAUDUCCO WAFER T CHOCOLATE  140G;UN;2,89;4,50;;19053200;;;
7891000376843;BISCOITO BONO CHOCOLATE 90G;;1,89;3,00;;;;;
7891000376928;BISCOITO BONO DOCE DE LEITE;UN;1,79;3,00;-19;;;;
7891000376881;BISCOITO BONO LIMAO;UN;1,99;3,00;-38;;;;
7891000376959;BISCOITO BONO MORANGO 90G;UN;1,75;3,00;-12;;;;
