gtin;nome;unidade;valorVenda;valorCompra;estoqueAtual;codigoNCM;codigoCEST;produtoBalanca;balancaCaixa
55;MILHO PARA PIPOCA;KG;5,00;10,00;-513,277;10059010;;;
7896292340503;MILHO VERDE PREDILECTA LATA170G;UN;3,39;4,90;-4;20058000;;;
7896102500608;MILHO VERDE QUERO;UN;2,89;4,75;-66;20058000;;;
7898930142784;MILHO VERDE SALSARETTI;UN;3,00;4,60;-6;;;;
7896064205566;MINI BOLO ANIMAL 40G SANTA EDWIGES;UN;1,09;1,75;;19059090;;;
7897972007839;MINI BOLO BAUNILHA KIM 80G;UN;1,38;2,25;-2;19052090;;;
7897972007822;MINI BOLO KIM CHOC C CHOC 80GR;UN;1,68;2,70;-5;19052090;;;
7897972007846;MINI BOLO KIM CHOC/BAUN 80GR;UN;1,38;2,25;-7;19052090;;;
7897972007990;MINI BOLO KIM MOR 80G;UN;1,80;2,70;0;19059090;;;
78916982;MINI PASTILHA MINTY HORTELA;UN;1,65;2,50;-38;;;;
7890483574579;MINI RAPADUR DO CEARA 450G;UN;5,20;8,50;-51;17031000;;;
7897589652224;MINI RAPADURA CEARA ESC 450G;UN;5,25;8,50;-150;17039000;;;
7897972007853;MINIBOLO BAUNILHA KIM  80G;UN;1,75;2,65;-6;19052090;;;
7896205789177;MIOJO  CARNE ADRIA PACOTE 74G;UN;1,35;2,00;-36;19023000;;;
7896205789207;MIOJO  GALINHA C AIPIRA ADRIA;UN;1,39;2,40;-83;19023000;;;
7891079000229;MIOJO  GALINHA CAIPIRA NISSIN 85G;UN;2,00;3,20;-348;19023000;;;
7896205789184;MIOJO  LAMEN GALINHA ADRIA 743G;UN;1,09;2,00;;19023000;;;
7891203057525;MIOJO  PANCO GALINHA CAIPIRA;UN;1,59;2,40;-126;19023000;;;
7896085087295;MIOJO ADRIA GALINHA CAIPIRA;UN;1,59;2,40;;;;;
7896205789320;MIOJO ADRIA TOMATE;UN;1,39;2,20;-1;;;;
7891203057501;MIOJO CARNE PANCO 85 GR;UN;1,45;2,20;-15;19023000;;;
7891079000205;MIOJO DE CARNE NISSIN;UN;1,99;3,20;-124;19023000;;;
7898617581752;MIOJO MARATA GALINHA 70G;UN;1,19;1,80;;;;;
7896085087271;MIOJO NISSIN CARNE 75G;UN;1,39;2,40;;;;;
7898495891905;MIROMEL MEL PURO 1250ML;UN;36,00;45,00;0;04090000;;;
7896327501251;MIST BOLO APTI ABACAXI;UN;2,49;4,50;;19012000;;;
7898234850149;MIST BOLO NITA 450G COCO;UN;4,29;6,50;-1;19012000;;;
7896545506250;MIST.BOLO ITAIQUARA CHOC 390G;UN;2,99;4,50;-21;;;;
7896545506373;MISTURA  BOLO  FESTA ITAIQUARA;UN;2,19;3,50;0;;;;
7898080641618;MISTURA BOLO ITALAC 400G LARANJA;UN;4,59;6,50;-1;19012000;;;
7898080641779;MISTURA BOLO ITALAC 400G MILHO;UN;4,59;6,50;-2;19012000;;;
7898080641601;MISTURA BOLO LIMAO 400G ITALAC;UN;4,00;6,50;-2;19012000;;;
7896545506236;MISTURA P BOLO ITAIQUARA COCO;UN;2,99;4,50;-6;;;;
7896545506243;MISTURA PARA BOLO BAUNIL ITAIQUARA;UN;2,99;4,50;-1;;;;
134;MIX DE FRUTAS;KG;52,00;85,00;-0,512;;;;
7891030003016;MOCOQUINHA CHOCOLATE 200ML;UN;1,19;2,00;-13;;;;
7898618748826;MOLHO CAROL REAPER CREM 150ML;UN;6,00;9,50;-17;;;;
7898562840232;MOLHO CAROLINA REAPER D;UN;9,60;15,50;;;;;
7892220003243;MOLHO DE PIM SCORPION 150ML;UN;6,00;9,50;-5;;;;
7898286190316;MOLHO DE PIMENTA GOTA MARATA 150 ML;UN;2,36;3,75;-113;21039021;;;
7898286191320;MOLHO DE PIMENTA VERDE GOTA 150ML;UN;2,60;3,90;;21039021;;;
7896292333000;MOLHO DE TOMATE PREDILECTA;UN;1,19;1,80;;;;;
7896292333802;MOLHO DE TOMATE SOFRUTA;UN;1,09;1,80;-57;;;;
7898930142197;MOLHO DE TOMATE STELLADORO 300G;UN;1,09;1,80;;;;;
7898618748185;MOLHO ESCORPIONS CREMOSO 150ML;UN;5,90;9,50;-5;;;;
7897873011874;MOLHO FAISCA PIMENTA C/ SEMENTE;UN;3,50;6,00;-10;21039091;;;
7897873011881;MOLHO FAISCA PIMENTA MALAGUETA;UN;2,60;4,50;-5;21039091;;;
7896619427511;MOLHO GOTA ALHO 150 ML;UN;12,00;12,00;0;85392190;;;
7896620624237;MOLHO GOTA SHOYU 150 ML;KG;16,80;28,00;0;02062200;;;
7897873011041;MOLHO PIME FAISCA C/SEMENTES 150ML;UN;4,00;7,00;-3;21039021;;;
7896056100084;MOLHO PIMENTA ARRIFANA 150ML;UN;2,19;3,50;;21039091;;;
7898416524547;MOLHO PIMENTA KISABOR 150ML VERMELHA;UN;2,15;3,50;;21039091;;;
7896102501919;MOLHO TOM BOLONHESA QUERO 300G;UN;2,59;4,00;-21;21032010;;;
7897517206086;MOLHO TOMATE FUGINI 340G;UN;1,09;1,80;-41;21032010;;;
7899659901096;MOLHO TOMATE TRA BONARE 300G;UN;1,29;2,00;-3;21032010;;;
7896102501872;MOLHO TOMATE TRA QUERO 300G;UN;1,38;2,50;-329;;;;
7891164006846;MORTADELA 400G AURORA;UN;5,00;7,50;-3;16010000;;;
7894904834655;MORTADELA CONFIANCA SEARA;UN;4,30;6,80;-4;16010000;;;
7898315864461;MORTADELA MANA 400G;UN;2,99;5,00;-3;16010000;;;
7897268101951;MORTADELA MARBA 400G;UN;2,99;6,00;-12;;;;
7891515430153;MORTADELA MISTA PERDIGAO 400G;UN;3,89;6,00;-7;16010000;;;
7896292300477;MOSTARDA PREDILECTA SQUEEZE 180G;UN;3,15;5,00;-5;21033021;;;
7896102509144;MOSTARDA QUERO 190G;UN;4,59;6,90;-1;21033021;;;
7896292313897;MOSTARDA SOFRUTA 180G;UN;2,59;4,25;-10;21033021;;;
7891242211308;MULTIUSO ELIMINADOR ODORES UAU;UN;3,15;5,50;0;30024115;;;
7896098900802;MULTIUSO YPE  CLASSICO 500ML;UN;2,49;3,90;-6;30024115;;;
7897070155807;NAXOS CONDICIONADOR MANDIOCA E QUIABO 500 ML;UN;12,00;8,00;0;19059020;;;
7897165500161;NAXOS DESMAIA CABELO CONDICIONADOR 500 ML;UN;25,00;12,00;0;30049099;;;
7897389300325;NAXOS DETOX CAPILAR CONDICIONADOR 400 ML;UN;1,84;3,00;0;09041100;;;
7897748019622;NAXOS DETOX CAPILAR SHAMPOO 400 ML;UN;20,00;29,00;0;22072020;;;
534677;NAXOS SHAMPOO MANDIOCA E QUIABO 500 ML;UN;4,50;9,00;0;20079990;;;
7891000352175;NESCAU FATOR CRES 370G;UN;6,65;10,75;-17;;;;
7891000379691;NESCAU FATOR CRESCER 370G;UN;6,34;10,75;-23;;;;
7891000394847;NESCAU FATOR CRESCER 370G;UN;5,95;10,75;-6;;;;
7891000379585;NESCAU LATA 200G;UN;4,19;6,80;-25;;;;
7894904082707;NOS MOSCADA;KG;1,50;3,00;-61;;;;
7908435500665;OLEO COMPOSTO FAISAO  500ML;UN;8,39;13,50;-19;15179010;;;
7908435500078;OLEO COMPOSTO FAISAO LTA 200ML;UN;4,95;7,90;-22;15179010;;;
7896057800556;OLEO COMPOSTO OLINDA SOJA E AZEITE;UN;7,99;14,50;-13;15179010;;;
7896036098325;OLEO COMPOSTO TRAD  OLIVIA 500ML;;10,55;16,00;-5;15079011;;;
7898919754854;OLEO COMPOSTO TRADICAO 500ML;UN;9,50;16,00;;;;;
123004560;OLEO DE COCO EX VIRGEM 60ML;UN;6,30;10,00;-18;;;;
7898994620730;OLEO DE COCO EXTRA VIRGEM 200ML SANTO OLEO;UN;12,50;18,90;;15131100;;;
7896256042450;OLEO DE COCO NAT LIFE 200ML;UN;12,00;20,00;-3;15131900;;;
7898906171084;OLEO DE COCO VILA ERVAS 200ML;UN;12,80;19,80;-10;;;;
089756;OLEO DE MAMONA 120ML NAXOS;UN;7,00;9,90;0;21069030;;;
7898329829548;OLEO DE MAMONA NAXOS 100ML;UN;5,80;10,00;;;;;
7898618741278;OLEO DE PEQUI 150ML;UN;24,00;11,99;0;15159090;;;
7898618740141;OLEO DE PEQUI 75ML AR DE MINAS;UN;5,95;9,60;-5;21069030;;;
7896036090244;OLEO DE SOJA LIZA 900ML;UN;6,69;9,25;-161;15079011;;;
7896036000076;OLEO DE SOJA LIZA 900ML;UN;5,49;9,50;-10;15079011;;;
7891107101621;OLEO DE SOJA SOYA  900ML;UN;6,77;10,00;-51;15079011;;;
7896016604379;OLEO DUCOCO EXTRA VIRGEM VIDRO 200ML;UN;12,40;19,80;;15131100;;;
7897600301001;OLEO GERGELIM HONG KONG TORRADO;UN;10,00;17,50;0;15155000;;;
7897600306006;OLEO GERGELIM NATURAL HONG KONG 100ML;UN;11,00;17,50;-6;15155000;;;
7898288740502;OLEO PEQUI SAB  MINEIRO 75ML;UN;5,95;9,60;-7;15152990;;;
7898329828855;OLEO RICINO NAXOS CAPILAR 100 ML;UN;7,00;12,00;-3;33012990;;;
7898247780297;OLEO SOJA VITALIV 900ML PET;UN;5,19;9,50;-1;15152910;;;
7894904082723;OREGANO 25G;UN;1,20;2,50;-302;;;;
39;ORELHA SALGADA;KG;8,99;15,00;-182,036;20079990;;;
7897532501203;OVO CODORNA YABUTA COM 30;UN;5,00;7,50;-65;04079000;;;
116;OVOS 1 DUZIA;UN;7,83;11,50;-845;;;;
155;OVOS 15 UNIDADES;UN;9,80;14,50;-26;;;;
117;OVOS BANDEIJA C30;UN;19,58;26,00;-2496;;;;
742832741897;OVOS DE CODORNA CIHODA;;5,00;7,50;;04072900;;;
115;OVOS MEIA DUZIA;UN;3,92;5,75;-617;;;;
114;OVOS UNIDADE;UN;0,65;1,00;-519;;;;
7898912692207;PA LIXO EMBU PLASTICO CABO CURTO;UN;2,45;4,00;-1;39249000;;;
156;PA PLASTICA CABO LONGO;UN;3,79;6,00;;;;;
7896181711971;PACOQUITA DACOLONIA;;0,19;0,50;-108;;;;
7896336005917;PACOQUITA SANTA HELENA;UN;0,37;0,70;-332;20079990;;;
7896080900018;PALITO DENTAL PARANA C/200;UN;1,20;2,00;-12;44012200;;;
7896051020158;PALITO MADEIRA GINA 200UN;UN;1,39;2,25;-2;44219900;;;
7898958607036;PAPEL  ALUMINIO LIFE CLAN 30CM 4M;UN;2,40;3,70;;76071990;;;
7898921466288;PAPEL ALUMINIO BOMPACK 30CM 4M;;1,65;3,50;;;;;
7898958607029;"PAPEL ALUMINIO L.CLEAN
30CM 7,5M";UN;3,49;5,50;-5;76071190;;;
7896300500974;PAPEL ALUMINIO PRASTSY 45CM 4M;UN;4,00;6,80;-5;76072000;;;
7898930672441;PAPEL ALUMINIO WIDA 30CM X 7,5M;UN;4,99;7,50;;76071110;;;
7898930672465;PAPEL ALUMINIO WYDA 4M 45CM;UN;4,00;6,00;;76071110;;;
7896300500868;PAPEL DE ALUMINIO 30CM X4M PRATSY;UN;2,00;3,70;-3;76072000;;;
7896053410025;PAPEL H FOFINHO FS 30 MT 16X4;UN;3,65;5,50;;48181000;;;
7896076000388;PAPEL HIGIENICO DAMA C/4;UN;5,53;8,25;-127;48181000;;;
7897873010044;PAPEL HIGIENICO DAMA FOLHA DUPLA;UN;5,53;8,25;-1;48181000;;;
7896110091440;PAPEL HIGIENICO PERSONAL;UN;3,40;5,50;-29;48181000;;;
7896061915109;PAPEL HIGIENICO SUBLIME;UN;3,25;5,50;;48181000;;;
2456879;PAPEL P/ CIGARRO;UN;12,00;7,00;0;30049099;;;
7897844300730;PAPEL TOALHA ECONOBOM;UN;4,15;6,50;;;;;
7896075301080;PAPEL TOALHA YURI;UN;3,19;5,00;;;;;
7898013390101;PASTA DE PIMENTA VERMELHA MARATA 200G;UN;6,99;11,00;0;22072020;;;
7896451909008;PASTILHA  MINTY DOCILE HORTE, LARANJA;UN;1,65;2,50;-17;17049020;;;
78917279;PASTILHA MINTY  TUTTI FRUTTI 14G;UN;1,70;2,50;-13;17049020;;;
78917286;PASTILHA MINTY DOCILE LARANJA;UN;1,65;2,50;-4;17049020;;;
7896451914187;PASTILHAS MINTY UNIC 14G;UN;1,65;2,50;-38;17041000;;;
7898957634392;PE DE MOCA DIMAIS;UN;1,10;1,75;-10;20079990;;;
7896962500626;PE DE MOCA TONY KELLY;;1,20;2,00;-9;21039021;;;
7896181704508;PE DE MOLEQUE 120G DACOLONIA;UN;3,95;6,25;-5;20079990;;;
01;PE DE MOLEQUE ABAETE;UN;7,50;11,50;0;17011300;;;
7898954718187;PE DE MOLEQUE PE DA SERRA 200G;UN;4,85;7,80;-15;;;;
38;PE DE PORCO;KG;8,99;15,00;-487,256;02101900;;;
7897477700587;PENEIRA ARAME ARROZ 20CM;UN;11,70;23,00;;;;;
7897477701065;PENEIRA ARAME ARROZ 25CM;UN;18,00;30,00;-3;;;;
7897477701164;PENEIRA ARAME FUBA 20CM;UN;15,00;23,00;-3;;;;
7897477701072;PENEIRA DE ARAME ARROZ 30CM;UN;20,00;35,00;-3;;;;
21245;PENEIRA DE ARAME PEQUENA;UN;13,00;20,00;0;19019020;;;
99988;PENEIRA DE FERRO GRANDE;UN;3,70;6,90;0;19019020;;;
7898094890019;PENEIRA DE PALHA GRANDE;UN;7,00;25,00;0;22084000;;;
100;PENEIRA DE PALHA MEDIA;UN;23,00;40,00;0;19059090;;;
7898117491025;PENEIRA DE PALHA PEQUENA;UN;12,00;20,00;0;19059090;;;
96;PENEIRA DE PALHA PEQUENAUN;UN;12,00;20,00;-4;;;;
7897477700228;PENEIRA TELA FUBA GALV N 25CM;UN;17,00;30,00;0;39241000;;;
7892840819323;PEPSI BLACK 200ML;UN;1,00;2,00;-5;;;;
7892840815370;PEPSI TWIST 200ML;UN;1,35;2,00;;;;;
7898215151890;PEQUI FATIADO 300 GR;UN;50,00;3,50;0;04012010;;;
146;PILAO DE MADEIRA MEDIO;UN;15,00;26,00;-3;29094419;;;
041333001029;PILHA DURASSELL AA;UN;15,00;23,00;0;;;;
041333001005;PILHA DURASSELL AA2;UN;8,00;13,50;0;;;;
041333001074;PILHA DURASSELL AAA 2;UN;8,00;13,50;-6;;;;
098789;PILHA GRANDE C/4;KG;31,20;46,00;0;02102000;;;
72;PILHA PANASONIC AA UND;UN;0,72;1,50;-52;;;;
71;PILHA PANASONIC AAA C4;UN;4,38;7,00;-7;;;;
70;PILHA PANASONIC AAA UND;UN;1,17;1,90;-15;;;;
7896067203170;PILHA PEQUENA C/4 AA PANASSONIC;UN;3,50;5,25;-14;85061020;;;
7896009765162;PILHA RAYOVAC AA C4;UN;3,00;5,20;-5;;;;
149;PILHA RAYOVAC AAA C/4;UN;4,98;7,50;-8;;;;
148;PILHA RAYOVAC AAA UND;UN;1,25;2,00;-6;;;;
7898618740226;PIMENTA A D'MINAS  200G BODE VERME;UN;5,50;9,00;-7;;;;
212321125545;PIMENTA BAIANEIRA CUMARI 170 GR;UN;7,00;3,20;0;21039099;;;
7898618741674;PIMENTA BODE AMAR AR D MINAS 200G;UN;5,40;9,00;-6;;;;
7898286190354;PIMENTA CUMARI PARA 200G;UN;2,99;2,99;-1;21039021;;;
7898618740189;PIMENTA DE BICO 170G AR MINAS;UN;10,00;16,00;-18;07096000;;;
7898618740899;PIMENTA DEDO DE MOCA 300G AR MINAS;UN;8,60;14,00;;;;;
7898618741919;PIMENTA DEDO DE MOCA AR D MINAS200G;UN;5,50;9,00;-6;;;;
7894904082716;PIMENTA DO REINO EM GRAO 30G;UN;1,70;3,50;-17;;;;
7894904082717;PIMENTA DO REINO MOIDA 25G;UN;3,20;5,00;-43;;;;
7897873010013;PIMENTA FAISCA MALAGUETA 70G;UN;5,50;8,00;-34;20059900;;;
7898016920428;PIMENTA IMPERADPR BIQUINHO;UN;9,90;16,00;-3;;;;
7898286190361;PIMENTA MALAGUETA FAZENDA RIBEIRAO;UN;9,90;2,99;0;21039021;;;
7897873011607;PIMENTA MALAGUETA TALISCA 180G;UN;6,50;10,50;-39;20019000;;;
7898618741001;PIMENTA MISTA AROMA DE MINAS 500G;UN;13,75;22,00;;;;;
7898286191030;PIMENTA PASTA MARATA 200G;UN;6,75;11,00;-9;21039021;;;
7898288741486;PIMENTA TALISKA MALAGUETA 70 GR;UN;4,70;7,50;0;20081900;;;
7898329822044;PINGA DE CANA;UN;4,00;7,90;0;21069030;;;
7898329826806;PINGA MINEIRA;UN;28,00;8,90;0;33059000;;;
7898329827735;PINGA MINEIRA LITRO;UN;4,30;8,90;0;33059000;;;
7891022080025;PINHO BRIL PINHO SILVESTRE GARRAFA 500ML;UN;4,35;6,00;-2;38089419;;;
7891024193006;PINHO SOL LAVANDA 500ML;UN;5,40;8,50;-19;38089419;;;
7891024194102;PINHO SOL ORIGINAL 500ML;UN;5,90;8,50;-25;38089419;;;
7896356281124;PIPOCA DOCE 90GR GASPARZINHO;UN;2,30;3,50;;19042000;;;
7898667960125;PIPOCA DOCE EMILIA 80GR;UN;1,99;3,00;;19041000;;;
7898002910075;PIPOCA GRAVATA 14G;UN;0,45;0,90;-149;;;;
27898002910079;PIPOCA GRAVATA 20 DE 14G;UN;9,00;13,00;0;;;;
17898002910072;PIPOCA GRAVATA PCTE C10 14G;UN;9,00;13,00;-3;;;;
7898002910143;PIPOCAO GRAVATA  40G;UN;1,40;2,40;-127;;;;
1;PIRILITO;UN;0,20;0,40;-165;;;;
7898378200251;PMENTA CUMARI BAIANEIRA 60G;UN;5,60;9,00;-6;20019000;;;
52;POLVILHO AZEDO;KG;6,16;10,00;-392,122;11081900;;;
61;POLVILHO DOCE;KG;4,48;7,50;-1145,456;11081400;;;
7908512700742;POMADA CANELA DE VELHO;UN;5,00;10,00;;;;;
7908512700933;POMADA CANELA DE VELHO PREMIUM;UN;5,60;11,00;;;;;
7908512700810;POMADA FISIOFORT PREMIUM;UN;7,60;12,00;-17;33049910;;;
7898329827865;POMADA MASSAG FISIOFORT;UN;4,30;8,90;0;33059000;;;
7898329827872;POMADA MODELADORA NAXOS 150 GR;UN;4,30;8,90;0;33059000;;;
7898619833491;POMADA VENENO DE COBRA  150G;UN;7,00;16,50;-5;33049990;;;
75;POMADAS CURADOR 20G;UN;1,90;4,00;-10;;;;
131;PONTA DE COSTELA;KG;15,00;22,00;-5,562;;;;
7898329828145;POTE DE VIDRO C/ TORNEIRA;UN;4,30;8,90;0;33059000;;;
7500435154420;PRESTOBARBA UNIDADE;UN;2,81;4,25;-85;;;;
7896183201289;QUATA KIDS 200ML;UN;1,19;2,00;-9;22029900;;;
7898329828152;QUEBRA QUEIXO;UN;4,30;8,90;0;33059000;;;
3;QUEBRA QUEIXO BARRINHA;UN;1,00;1,50;-50;;;;
7898071653262;QUEIJO  RALADO PAMFIS 40G;UN;3,20;5,00;-58;;;;
84;QUEIJO COALHO;KG;44,00;66,00;-184,028;04061090;;;
83;QUEIJO MINAS;KG;38,00;57,00;-320,98;04069020;;;
133;QUEIJO MINAS KG PECA INTEIRA;KG;38,00;55,00;-172,278;;;;
7898924049501;QUEIJO PARM RAL VALE CANASTRA 40G;UN;3,99;6,00;;04062000;;;
7896772100870;QUEIJO RALADO 40G PORTAL MINEIRO;UN;2,89;4,50;-14;;;;
7896114101817;QUEIJO RALADO FINO IPANEMA;UN;3,59;5,25;-10;;;;
7896114101381;QUEIJO RALADO FINO IPANEMA 40G;UN;2,99;4,50;;;;;
7891030300139;QUEIJO RALADO GROSSO MOCOCA 50G;UN;3,55;5,50;-10;04062000;;;
7896114101916;QUEIJO RALADO IPANEMA 40G GROSSO;UN;3,90;6,00;-22;04062000;;;
7896066801148;QUEIJO RALADO TEIXEIRA 50G;UN;3,29;5,00;-58;04062000;;;
001;QUINOA GRANEL;KG;20,00;30,00;-3,342;;;;
28;QUIRELA MEDIA;KG;3,70;6,00;-126,032;23021000;;;
40;RABO DE PORCO;KG;10,90;18,00;-192,91;17029000;;;
152;RALO DE ZINCO;UN;15,00;25,00;-1;21039021;;;
101;RALO INOX GRANDE;UN;26,00;42,00;-3;;;;
5822203900438;RAPADURA  ESTRELA ESCURA 240G;UN;2,40;3,80;-5;17039000;;;
7898957845743;RAPADURA BATIDA H M 500G;UN;7,20;11,50;-14;17049090;;;
7895098041065;RAPADURA C ABACAXI SERG CAST 400G;UN;5,95;10,50;-33;17049090;;;
7895098041041;RAPADURA C ABOBORA SERG CAST 400G;UN;6,55;10,50;-10;17049090;;;
7895098041034;RAPADURA C MAMAO SERG CAST 400G;UN;6,55;10,50;-43;17049090;;;
7890483574012;RAPADURA CEARA 500G TRAD;UN;4,90;8,50;-30;17039000;;;
7834697010058;RAPADURA CEARENSE 550G;UN;4,90;8,50;-1;17039000;;;
164;RAPADURA CEARENSE MINI 450G;UN;4,45;8,50;0;;;;
7834697010591;RAPADURA CEARENSE TIJOLAO 1500G;UN;11,70;18,00;-1;17039000;;;
7895098041010;RAPADURA COM AMENDOIM SERGIO CASTILHO;UN;5,95;9,50;-1;;;;
7895098041072;RAPADURA COM BANANA 400G;UN;5,95;9,50;-4;;;;
7895098041027;RAPADURA COM CIDRA 400G;UN;6,55;10,50;-14;;;;
7895098041058;RAPADURA COM COCO 400G;UN;5,95;10,50;-33;;;;
7898916469010;RAPADURA DE AMENDOIM 380G;UN;4,90;7,80;-5;;;;
7898916469027;RAPADURA DE COCO SABOR NORDESTINO;UN;4,90;7,80;;;;;
7890483574005;RAPADURA DO CEARA 1,500G;UN;11,70;19,50;-51;;;;
7897803900339;RAPADURA ESTRELA BATIDA 240G;UN;2,50;4,00;-112;17039000;;;
7897803900483;RAPADURA ESTRELA COCO 240G;UN;2,40;3,80;-10;17039000;;;
7897803900414;RAPADURA ESTRELA ESCURA 800G;UN;7,80;12,50;;20079990;;;
7898916469034;RAPADURA GOIABA COM COCO 380G;UN;4,90;7,80;;;;;
7898922294071;RAPADURA H M C/AMENDOIN 500G;UN;6,70;10,75;-20;17039000;;;
7898911312021;RAPADURA IMPERIAL 250 GR;UN;3,75;5,50;-4;17039000;;;
7898911312014;RAPADURA IMPERIAL 450 GR;UN;5,20;8,50;-81;17039000;;;
7898929994714;RAPADURA JR C ABOBORA 400G;UN;4,90;7,80;;21069090;;;
7897589652002;RAPADURA JUAZEIRO DO NORTE 1,5KG;UN;12,50;19,50;-41;;;;
7898916469041;RAPADURA MAMAO COM COCO 380G;UN;4,90;7,80;-6;;;;
7898029210073;RAPADURA MINEIRA 1.600G;UN;15,00;22,00;;;;;
7898029210578;RAPADURA MINEIRA JR 140G;UN;1,50;2,50;-74;17049090;;;
144;RAPADURA MINEIRINHA;UN;1,50;2,50;;;;;
619205882795;RAPADURA PADRE CICERO 1,500G;UN;12,50;19,50;-6;;;;
7898916133119;RAPADURA PADRE CICERO 1,5KG;UN;12,50;19,50;-18;;;;
619205882801;RAPADURA PADRE CICERO 550G;UN;4,90;8,50;;;;;
7898916133010;RAPADURA PE  CICERO 550G;UN;5,20;8,50;-45;17031000;;;
7834697010010;RAPADURA TIJOLAO CEAR 1,500G;UN;11,50;19,50;-3;;;;
7897803900438;RAPADURA TRAD ESTRELA ESC 240G;UN;2,50;4,00;-132;20079990;;;
7897589652019;RAPADURA TRAD JUAZ.DO NORTE 500G;UN;5,20;8,50;-86;21069090;;;
7898908222036;RAPADURINHA DE MINAS 25,0 G;UN;5,00;7,50;0;19053100;;;
8888021901641;RAPE;UN;0,77;1,50;-7;17039000;;;
137;RAPE ARACAZINHO 9G;UN;1,40;2,50;-65;;;;
76;RAPE TUPI APARTIR DE 10UN;UN;0,70;1,20;-1110;;;;
73;RAPE TUPI SABORES;UN;0,80;1,50;-994;;;;
121;RAPE XIGU ZERO GRAU;UN;1,60;2,50;-927;;;;
7892324270169;RAPE ZERO GRAU SUPER VIC 12UND;UN;19,00;27,00;;;;;
7892324270176;RAPE ZERO GRAU SUPER VICK;CX;16,90;27,50;0;;;;
7898909417073;RASPA COCO PEQUENO;UN;4,40;7,00;0;15119000;;;
123456789;RASPA COCO PEQUENO;UN;3,00;6,00;0;44199000;;;
107;RASPADOR DE COCO GRANDE;UN;9,00;18,00;-3;;;;
106;RASPADOR DE COCO PEQUENO;UN;4,00;8,00;-15;;;;
135;RECORTE DE COSTELA;KG;10,20;16,90;-13,18;;;;
7896025992016;REF CONVENCAO 2L FRUTAINA;UN;4,26;6,50;-69;22021000;;;
7896263503661;REF TISS LIMAO 350ML;UN;1,59;3,00;-131;;;;
7896263503227;REF.TISS GUARANA PET 350ML;UN;1,59;3,00;-81;22021000;;;
7896263503241;REF.TISS TUBAINA PET 350ML;UN;1,59;3,00;-109;22021000;;;
7896327512639;REFR APTI LIMAO;UN;0,59;1,00;-2;21069010;;;
78908901;REFR COCA COLA 200ML;UN;1,39;2,50;-162;22021000;;;
7896263503630;REFR TISS ABACAXI 350ML;UN;1,59;3,00;-1;22021000;;;
7898027656620;REFR.CAMP 15G ABACAXI;UN;0,59;1,00;-1;21069010;;;
7898409872570;REFRESCO PO FRUCTUS UVA;UN;0,58;1,00;;21069010;;;
7891149102785;REFRI SUKITA UVA LATA 350ML;UN;2,49;4,00;-57;22021000;;;
7894900027013;REFRIG COCA COLA ORIG 2L;UN;8,69;12,50;-339;22021000;;;
7896025992009;REFRIG CONVENCAO GUARANA 2LTS;UN;4,49;6,50;-122;22021000;;;
7896462300269;REFRIG DOLLY LIMAO 350ML;UN;1,49;2,50;-44;22021000;;;
7896263503647;REFRIG TISS LARANJA 350ML;UN;1,59;3,00;-29;22021000;;;
7896263503678;REFRIG TISS LIMAO 2L;UN;3,69;6,00;;22021000;;;
7896186304765;REFRIG XERETA GUARANA 1L;UN;2,38;3,60;;;;;
7896462300252;REFRIGER DOLLY LAR 350ML;UN;1,19;2,50;-7;;;;
7891991000826;REFRIGERANTE ANTARCTICA GUARANA LATA 350ML;UN;2,49;4,00;-4;22021000;;;
7894900027020;REFRIGERANTE COCA COLA 2 5L PET;UN;8,95;12,50;-6;22021000;;;
7897240900077;REFRIGERANTE DE CAJU SAO GERALDO LT;UN;4,20;6,50;-3;;;;
7898221851937;REFRIGERANTE FESTA LIMAO 2L;UN;2,99;4,50;-1;;;;
7891991001342;REFRIGERANTE GUARANA ANTARCTICA  2L;UN;6,00;10,00;-3;22021000;;;
7891991014908;REFRIGERANTE GUARANA ANTARCTICA 200ML;UN;1,05;2,00;-13;22021000;;;
7896437900012;REFRIGERANTE GUARANA CRUZEIRO 2L;UN;4,19;6,50;-9;;;;
7896052604975;REFRIGERANTE ITUBAINA  LATA 350;UN;1,89;4,00;-73;22021000;;;
7892840800567;REFRIGERANTE PEPSI 200ML COLA;UN;1,29;2,00;-48;22021000;;;
7898942055928;REFRIGERANTE REFRIKO 200ML;UN;1,00;1,75;-6;;;;
7891991000833;REFRIGERANTE SODA LIM ANTAR, 350ML;UN;2,49;4,00;-23;22021000;;;
7891149108282;REFRIGERANTE SUKITA 200ML LARANJA;UN;1,29;2,00;;22021000;;;
7891149440801;REFRIGERANTE SUKITA LAR  2LT;UN;4,98;7,50;-105;22021000;;;
7891149440603;REFRIGERANTE SUKITA LAR 350ML;UN;2,49;4,00;-7;22021000;;;
7891991300810;REFRIGERANTE SUKITA TUBAI 2L;UN;4,98;7,50;-78;22021000;;;
7897395001933;REFRIGERANTE TIK TOK FR VERMELHAS;UN;2,25;4,00;;;;;
7896263503234;REFRIGERANTE TISS TUBAINA 2L;UN;3,99;6,50;;22021000;;;
7896524700372;REMOVEDOR MULTIUSO SUPREMA;UN;4,99;7,90;;22072019;;;
7896524700808;REMOVEDOR SUPREMA 500ML FLORATA;UN;4,99;7,90;;30024115;;;
85;REQUEIJAO DO NORTE;KG;46,00;68,00;-552,687;;;;
